path,filename,duration,fps,width,height,resolution,status
../UCF_MERGED/Abnormal/Abuse/Abuse016_x264_clip_74_0002_start_10.00s_end_20.00s.mp4,Abuse016_x264_clip_74_0002_start_10.00s_end_20.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse039_x264_clip_174_0001_start_293.50s_end_303.50s.mp4,Abuse039_x264_clip_174_0001_start_293.50s_end_303.50s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse011_x264_clip_35_aug_2419_start_24.20s_end_34.20s_augment.mp4,Abuse011_x264_clip_35_aug_2419_start_24.20s_end_34.20s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse012_x264_clip_43_0002_start_15.00s_end_25.00s.mp4,Abuse012_x264_clip_43_0002_start_15.00s_end_25.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse035_x264_clip_155_0002_start_27.00s_end_37.00s.mp4,Abuse035_x264_clip_155_0002_start_27.00s_end_37.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse008_x264_clip_30_aug_14970_start_149.70s_end_159.70s_augment.mp4,Abuse008_x264_clip_30_aug_14970_start_149.70s_end_159.70s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse012_x264_clip_45_aug_10960_start_109.60s_end_119.60s_augment.mp4,Abuse012_x264_clip_45_aug_10960_start_109.60s_end_119.60s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse024_x264_clip_111_aug_1260_start_12.60s_end_22.60s_augment.mp4,Abuse024_x264_clip_111_aug_1260_start_12.60s_end_22.60s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse048_x264_clip_247_0002_start_35.00s_end_45.00s.mp4,Abuse048_x264_clip_247_0002_start_35.00s_end_45.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse019_x264_clip_85_aug_4659_start_46.60s_end_56.60s_augment.mp4,Abuse019_x264_clip_85_aug_4659_start_46.60s_end_56.60s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse024_x264_clip_111_aug_0690_start_6.90s_end_16.90s_augment.mp4,Abuse024_x264_clip_111_aug_0690_start_6.90s_end_16.90s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse006_x264_clip_19_aug_4589_start_45.90s_end_55.90s_augment.mp4,Abuse006_x264_clip_19_aug_4589_start_45.90s_end_55.90s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse022_x264_clip_106_0002_start_55.00s_end_65.00s.mp4,Abuse022_x264_clip_106_0002_start_55.00s_end_65.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse006_x264_clip_21_0003_start_42.50s_end_52.50s.mp4,Abuse006_x264_clip_21_0003_start_42.50s_end_52.50s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse015_x264_clip_65_aug_23740_start_237.40s_end_247.40s_augment.mp4,Abuse015_x264_clip_65_aug_23740_start_237.40s_end_247.40s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse004_x264_clip_15_0001_start_108.50s_end_118.50s.mp4,Abuse004_x264_clip_15_0001_start_108.50s_end_118.50s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse045_x264_clip_230_0000_start_20.00s_end_30.00s.mp4,Abuse045_x264_clip_230_0000_start_20.00s_end_30.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse011_x264_clip_35_0001_start_10.00s_end_20.00s.mp4,Abuse011_x264_clip_35_0001_start_10.00s_end_20.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse015_x264_clip_68_0002_start_190.00s_end_200.00s.mp4,Abuse015_x264_clip_68_0002_start_190.00s_end_200.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse006_x264_clip_19_aug_4019_start_40.20s_end_50.20s_augment.mp4,Abuse006_x264_clip_19_aug_4019_start_40.20s_end_50.20s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse015_x264_clip_67_0002_start_177.00s_end_187.00s.mp4,Abuse015_x264_clip_67_0002_start_177.00s_end_187.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse004_x264_clip_13_0001_start_28.50s_end_38.50s.mp4,Abuse004_x264_clip_13_0001_start_28.50s_end_38.50s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse024_x264_clip_113_0000_start_20.00s_end_30.00s.mp4,Abuse024_x264_clip_113_0000_start_20.00s_end_30.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse006_x264_clip_25_0001_start_113.50s_end_123.50s.mp4,Abuse006_x264_clip_25_0001_start_113.50s_end_123.50s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse039_x264_clip_175_0002_start_320.00s_end_330.00s.mp4,Abuse039_x264_clip_175_0002_start_320.00s_end_330.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse015_x264_clip_65_aug_19750_start_197.50s_end_207.50s_augment.mp4,Abuse015_x264_clip_65_aug_19750_start_197.50s_end_207.50s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse004_x264_clip_14_aug_5649_start_56.50s_end_66.50s_augment.mp4,Abuse004_x264_clip_14_aug_5649_start_56.50s_end_66.50s_augment.mp4,10.03,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse019_x264_clip_85_aug_2759_start_27.60s_end_37.60s_augment.mp4,Abuse019_x264_clip_85_aug_2759_start_27.60s_end_37.60s_augment.mp4,10.03,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse012_x264_clip_48_0000_start_85.00s_end_95.00s.mp4,Abuse012_x264_clip_48_0000_start_85.00s_end_95.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse034_x264_clip_153_0000_start_25.00s_end_35.00s.mp4,Abuse034_x264_clip_153_0000_start_25.00s_end_35.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse050_x264_clip_264_0001_start_78.50s_end_88.50s.mp4,Abuse050_x264_clip_264_0001_start_78.50s_end_88.50s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse037_x264_clip_168_0002_start_40.00s_end_50.00s.mp4,Abuse037_x264_clip_168_0002_start_40.00s_end_50.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse015_x264_clip_61_0000_start_80.00s_end_90.00s.mp4,Abuse015_x264_clip_61_0000_start_80.00s_end_90.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse022_x264_clip_103_aug_4099_start_41.00s_end_51.00s_augment.mp4,Abuse022_x264_clip_103_aug_4099_start_41.00s_end_51.00s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse048_x264_clip_253_0000_start_90.00s_end_100.00s.mp4,Abuse048_x264_clip_253_0000_start_90.00s_end_100.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse015_x264_clip_62_0002_start_97.00s_end_107.00s.mp4,Abuse015_x264_clip_62_0002_start_97.00s_end_107.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse004_x264_clip_13_0000_start_25.00s_end_35.00s.mp4,Abuse004_x264_clip_13_0000_start_25.00s_end_35.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse006_x264_clip_19_aug_1170_start_11.70s_end_21.70s_augment.mp4,Abuse006_x264_clip_19_aug_1170_start_11.70s_end_21.70s_augment.mp4,10.03,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse019_x264_clip_85_aug_1050_start_10.50s_end_20.50s_augment.mp4,Abuse019_x264_clip_85_aug_1050_start_10.50s_end_20.50s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse047_x264_clip_241_0003_start_20.00s_end_30.00s.mp4,Abuse047_x264_clip_241_0003_start_20.00s_end_30.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse050_x264_clip_265_0002_start_95.00s_end_105.00s.mp4,Abuse050_x264_clip_265_0002_start_95.00s_end_105.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse012_x264_clip_44_0000_start_20.00s_end_30.00s.mp4,Abuse012_x264_clip_44_0000_start_20.00s_end_30.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse042_x264_clip_194_0001_start_280.50s_end_290.50s.mp4,Abuse042_x264_clip_194_0001_start_280.50s_end_290.50s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse012_x264_clip_45_aug_9440_start_94.40s_end_104.40s_augment.mp4,Abuse012_x264_clip_45_aug_9440_start_94.40s_end_104.40s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse016_x264_clip_74_aug_1640_start_16.40s_end_26.40s_augment.mp4,Abuse016_x264_clip_74_aug_1640_start_16.40s_end_26.40s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse012_x264_clip_49_0002_start_107.00s_end_117.00s.mp4,Abuse012_x264_clip_49_0002_start_107.00s_end_117.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse006_x264_clip_19_aug_3829_start_38.30s_end_48.30s_augment.mp4,Abuse006_x264_clip_19_aug_3829_start_38.30s_end_48.30s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse019_x264_clip_85_aug_3709_start_37.10s_end_47.10s_augment.mp4,Abuse019_x264_clip_85_aug_3709_start_37.10s_end_47.10s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse039_x264_clip_170_0000_start_200.00s_end_210.00s.mp4,Abuse039_x264_clip_170_0000_start_200.00s_end_210.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse019_x264_clip_93_0002_start_95.00s_end_105.00s.mp4,Abuse019_x264_clip_93_0002_start_95.00s_end_105.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse012_x264_clip_48_0001_start_88.50s_end_98.50s.mp4,Abuse012_x264_clip_48_0001_start_88.50s_end_98.50s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse024_x264_clip_112_0000_start_10.00s_end_20.00s.mp4,Abuse024_x264_clip_112_0000_start_10.00s_end_20.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse015_x264_clip_66_0002_start_165.00s_end_175.00s.mp4,Abuse015_x264_clip_66_0002_start_165.00s_end_175.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse043_x264_clip_210_0000_start_10.00s_end_20.00s.mp4,Abuse043_x264_clip_210_0000_start_10.00s_end_20.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse003_x264_clip_7_0001_start_33.50s_end_43.50s.mp4,Abuse003_x264_clip_7_0001_start_33.50s_end_43.50s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse016_x264_clip_74_aug_0880_start_8.80s_end_18.80s_augment.mp4,Abuse016_x264_clip_74_aug_0880_start_8.80s_end_18.80s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse018_x264_clip_81_aug_4190_start_41.90s_end_51.90s_augment.mp4,Abuse018_x264_clip_81_aug_4190_start_41.90s_end_51.90s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse039_x264_clip_171_0003_start_245.00s_end_255.00s.mp4,Abuse039_x264_clip_171_0003_start_245.00s_end_255.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse032_x264_clip_143_0001_start_51.00s_end_61.00s.mp4,Abuse032_x264_clip_143_0001_start_51.00s_end_61.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse042_x264_clip_205_0003_start_675.00s_end_685.00s.mp4,Abuse042_x264_clip_205_0003_start_675.00s_end_685.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse006_x264_clip_20_0001_start_18.50s_end_28.50s.mp4,Abuse006_x264_clip_20_0001_start_18.50s_end_28.50s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse004_x264_clip_14_0003_start_57.50s_end_67.50s.mp4,Abuse004_x264_clip_14_0003_start_57.50s_end_67.50s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse016_x264_clip_74_aug_2210_start_22.10s_end_32.10s_augment.mp4,Abuse016_x264_clip_74_aug_2210_start_22.10s_end_32.10s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse023_x264_clip_108_aug_1330_start_13.30s_end_23.30s_augment.mp4,Abuse023_x264_clip_108_aug_1330_start_13.30s_end_23.30s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse019_x264_clip_87_0002_start_25.00s_end_35.00s.mp4,Abuse019_x264_clip_87_0002_start_25.00s_end_35.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse018_x264_clip_81_aug_4759_start_47.60s_end_57.60s_augment.mp4,Abuse018_x264_clip_81_aug_4759_start_47.60s_end_57.60s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse010_x264_clip_33_0001_start_5.00s_end_15.00s.mp4,Abuse010_x264_clip_33_0001_start_5.00s_end_15.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse011_x264_clip_35_aug_1090_start_10.90s_end_20.90s_augment.mp4,Abuse011_x264_clip_35_aug_1090_start_10.90s_end_20.90s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse019_x264_clip_85_aug_0860_start_8.60s_end_18.60s_augment.mp4,Abuse019_x264_clip_85_aug_0860_start_8.60s_end_18.60s_augment.mp4,10.03,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse021_x264_clip_102_0002_start_45.00s_end_55.00s.mp4,Abuse021_x264_clip_102_0002_start_45.00s_end_55.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse006_x264_clip_19_aug_2120_start_21.20s_end_31.20s_augment.mp4,Abuse006_x264_clip_19_aug_2120_start_21.20s_end_31.20s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse004_x264_clip_14_aug_5080_start_50.80s_end_60.80s_augment.mp4,Abuse004_x264_clip_14_aug_5080_start_50.80s_end_60.80s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse045_x264_clip_231_0000_start_40.00s_end_50.00s.mp4,Abuse045_x264_clip_231_0000_start_40.00s_end_50.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse011_x264_clip_35_aug_1470_start_14.70s_end_24.70s_augment.mp4,Abuse011_x264_clip_35_aug_1470_start_14.70s_end_24.70s_augment.mp4,10.03,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse021_x264_clip_100_aug_0480_start_4.80s_end_14.80s_augment.mp4,Abuse021_x264_clip_100_aug_0480_start_4.80s_end_14.80s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse006_x264_clip_21_0006_start_50.00s_end_60.00s.mp4,Abuse006_x264_clip_21_0006_start_50.00s_end_60.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse031_x264_clip_136_0000_start_20.00s_end_30.00s.mp4,Abuse031_x264_clip_136_0000_start_20.00s_end_30.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse011_x264_clip_39_0002_start_57.00s_end_67.00s.mp4,Abuse011_x264_clip_39_0002_start_57.00s_end_67.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse017_x264_clip_77_aug_1530_start_15.30s_end_25.30s_augment.mp4,Abuse017_x264_clip_77_aug_1530_start_15.30s_end_25.30s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse022_x264_clip_103_aug_2199_start_22.00s_end_32.00s_augment.mp4,Abuse022_x264_clip_103_aug_2199_start_22.00s_end_32.00s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse004_x264_clip_17_aug_50069_start_500.70s_end_510.70s_augment.mp4,Abuse004_x264_clip_17_aug_50069_start_500.70s_end_510.70s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse012_x264_clip_47_0003_start_75.50s_end_85.50s.mp4,Abuse012_x264_clip_47_0003_start_75.50s_end_85.50s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse013_x264_clip_55_0002_start_20.00s_end_30.00s.mp4,Abuse013_x264_clip_55_0002_start_20.00s_end_30.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse003_x264_clip_9_aug_7920_start_79.20s_end_89.20s_augment.mp4,Abuse003_x264_clip_9_aug_7920_start_79.20s_end_89.20s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse026_x264_clip_122_0000_start_35.00s_end_45.00s.mp4,Abuse026_x264_clip_122_0000_start_35.00s_end_45.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse016_x264_clip_75_0002_start_25.00s_end_35.00s.mp4,Abuse016_x264_clip_75_0002_start_25.00s_end_35.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse050_x264_clip_267_0000_start_125.00s_end_135.00s.mp4,Abuse050_x264_clip_267_0000_start_125.00s_end_135.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse003_x264_clip_8_0002_start_47.00s_end_57.00s.mp4,Abuse003_x264_clip_8_0002_start_47.00s_end_57.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse043_x264_clip_212_0001_start_33.50s_end_43.50s.mp4,Abuse043_x264_clip_212_0001_start_33.50s_end_43.50s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse015_x264_clip_61_aug_8760_start_87.60s_end_97.60s_augment.mp4,Abuse015_x264_clip_61_aug_8760_start_87.60s_end_97.60s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse013_x264_clip_55_0001_start_18.50s_end_28.50s.mp4,Abuse013_x264_clip_55_0001_start_18.50s_end_28.50s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse019_x264_clip_85_aug_2949_start_29.50s_end_39.50s_augment.mp4,Abuse019_x264_clip_85_aug_2949_start_29.50s_end_39.50s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse022_x264_clip_103_aug_4669_start_46.70s_end_56.70s_augment.mp4,Abuse022_x264_clip_103_aug_4669_start_46.70s_end_56.70s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse004_x264_clip_16_aug_15380_start_153.80s_end_163.80s_augment.mp4,Abuse004_x264_clip_16_aug_15380_start_153.80s_end_163.80s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse003_x264_clip_9_aug_9060_start_90.60s_end_100.60s_augment.mp4,Abuse003_x264_clip_9_aug_9060_start_90.60s_end_100.60s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse011_x264_clip_35_aug_2989_start_29.90s_end_39.90s_augment.mp4,Abuse011_x264_clip_35_aug_2989_start_29.90s_end_39.90s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse042_x264_clip_204_0001_start_583.50s_end_593.50s.mp4,Abuse042_x264_clip_204_0001_start_583.50s_end_593.50s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse015_x264_clip_65_aug_22790_start_227.90s_end_237.90s_augment.mp4,Abuse015_x264_clip_65_aug_22790_start_227.90s_end_237.90s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse012_x264_clip_45_aug_14190_start_141.90s_end_151.90s_augment.mp4,Abuse012_x264_clip_45_aug_14190_start_141.90s_end_151.90s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse013_x264_clip_57_0000_start_65.00s_end_75.00s.mp4,Abuse013_x264_clip_57_0000_start_65.00s_end_75.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse003_x264_clip_7_aug_3569_start_35.70s_end_45.70s_augment.mp4,Abuse003_x264_clip_7_aug_3569_start_35.70s_end_45.70s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse018_x264_clip_82_0001_start_48.50s_end_58.50s.mp4,Abuse018_x264_clip_82_0001_start_48.50s_end_58.50s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse003_x264_clip_11_0005_start_105.00s_end_115.00s.mp4,Abuse003_x264_clip_11_0005_start_105.00s_end_115.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse042_x264_clip_199_0003_start_375.00s_end_385.00s.mp4,Abuse042_x264_clip_199_0003_start_375.00s_end_385.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse008_x264_clip_30_aug_15350_start_153.50s_end_163.50s_augment.mp4,Abuse008_x264_clip_30_aug_15350_start_153.50s_end_163.50s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse019_x264_clip_85_aug_2569_start_25.70s_end_35.70s_augment.mp4,Abuse019_x264_clip_85_aug_2569_start_25.70s_end_35.70s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse034_x264_clip_151_0000_start_5.00s_end_15.00s.mp4,Abuse034_x264_clip_151_0000_start_5.00s_end_15.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse009_x264_clip_32_aug_0990_start_9.90s_end_19.90s_augment.mp4,Abuse009_x264_clip_32_aug_0990_start_9.90s_end_19.90s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse004_x264_clip_15_0003_start_115.00s_end_125.00s.mp4,Abuse004_x264_clip_15_0003_start_115.00s_end_125.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse004_x264_clip_15_aug_11450_start_114.50s_end_124.50s_augment.mp4,Abuse004_x264_clip_15_aug_11450_start_114.50s_end_124.50s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse025_x264_clip_114_aug_0580_start_5.80s_end_15.80s_augment.mp4,Abuse025_x264_clip_114_aug_0580_start_5.80s_end_15.80s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse046_x264_clip_238_0000_start_3.00s_end_13.00s.mp4,Abuse046_x264_clip_238_0000_start_3.00s_end_13.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse001_x264_clip_2_aug_4139_start_41.40s_end_51.40s_augment.mp4,Abuse001_x264_clip_2_aug_4139_start_41.40s_end_51.40s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse039_x264_clip_181_0002_start_459.00s_end_469.00s.mp4,Abuse039_x264_clip_181_0002_start_459.00s_end_469.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse031_x264_clip_136_0002_start_25.00s_end_35.00s.mp4,Abuse031_x264_clip_136_0002_start_25.00s_end_35.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse039_x264_clip_181_0000_start_455.00s_end_465.00s.mp4,Abuse039_x264_clip_181_0000_start_455.00s_end_465.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse017_x264_clip_80_0002_start_47.00s_end_57.00s.mp4,Abuse017_x264_clip_80_0002_start_47.00s_end_57.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse044_x264_clip_226_0000_start_100.00s_end_110.00s.mp4,Abuse044_x264_clip_226_0000_start_100.00s_end_110.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse006_x264_clip_22_aug_10680_start_106.80s_end_116.80s_augment.mp4,Abuse006_x264_clip_22_aug_10680_start_106.80s_end_116.80s_augment.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse012_x264_clip_47_0004_start_79.00s_end_89.00s.mp4,Abuse012_x264_clip_47_0004_start_79.00s_end_89.00s.mp4,10.0,30.0,320,240,320x240,OK
../UCF_MERGED/Abnormal/Abuse/Abuse015_x264_clip_61_aug_9900_start_99.00s_end_109.00s_augment.mp4,Abuse015_x264_clip_61_aug_9900_start_99.00s_end_109.00s_augment.mp4,10.0,30.0,320,240,320x240,OK
